pl_orbper,pl_discmethod,st_dist,pl_rade,pl_bmasse,pl_orbsmax,st_teff,pl_pnum,st_rad,st_mass,pl_publ_date
0.92831050,Transit,468.00,1.280,,,4248.00,1,0.62,0.65,
8.39846269,Transit,1649.00,2.550,,,6159.00,1,1.23,1.16,
38.71518500,Transit,843.12,2.790,,0.220000,5752.00,3,1.00,,2014-03
2.24832900,Transit,494.30,1.520,,0.032000,5105.00,3,0.80,,2014-03
4.58035800,Transit,494.30,1.400,,0.051000,5105.00,3,0.80,,2014-03
6.76688800,Transit,494.30,1.210,,0.066000,5105.00,3,0.80,,2014-03
2.54957500,Transit,243.68,1.110,,0.029000,3799.00,3,0.49,,2014-03
5.21233300,Transit,243.68,1.030,,0.047000,3799.00,3,0.49,,2014-03
13.96945700,Transit,243.68,1.730,,0.090000,3799.00,3,0.49,,2014-03
34.92100000,Transit,2354.42,2.300,28.50000,,5914.00,2,1.00,1.10,2014-02
71.31200000,Transit,2354.42,5.400,39.40000,,5914.00,2,1.00,1.10,2014-02
7.41639700,Transit,445.20,1.400,,0.061000,4257.00,2,0.52,,2014-03
18.68473700,Transit,445.20,1.930,,0.113000,4257.00,2,0.52,,2014-03
8.25978000,Transit,732.46,1.350,,0.075000,5117.00,2,0.72,,2014-03
15.95538700,Transit,732.46,1.950,,0.116000,5117.00,2,0.72,,2014-03
8.45749600,Transit,589.63,1.820,,0.065000,4347.00,3,0.49,,2014-03
17.28111000,Transit,589.63,1.840,,0.105000,4347.00,3,0.49,,2014-03
32.13432800,Transit,589.63,1.640,,0.159000,4347.00,3,0.49,,2014-03
7.62632400,Transit,347.65,1.170,,0.070000,4955.00,3,0.72,,2014-03
15.99562200,Transit,347.65,1.090,,0.114000,4955.00,3,0.72,,2014-03
,Microlensing,1161.00,,2.32000,0.883000,,1,,0.15,2014-07
,Microlensing,4100.00,,162.09000,3.110000,,1,,0.71,2015-02
2.48553350,Transit,1704.36,18.046,1430.17500,0.030800,6933.00,1,1.53,1.52,2009-04
3.10127800,Transit,1386.23,14.011,197.04600,0.043400,5950.00,1,1.17,1.14,2005-05
1.21191890,Transit,282.84,15.278,441.77000,0.023830,6050.00,1,,,2003-01
4.01444630,Transit,1096.98,11.422,,0.047300,5040.00,1,0.83,0.85,2004-10
1.43247520,Transit,600.00,12.251,400.44900,0.022890,4790.00,1,0.77,0.78,2004-07
1.68986800,Transit,2500.00,13.450,375.02000,0.030350,6210.00,1,1.32,1.30,2004-07
3.97910000,Transit,2669.56,12.666,320.99500,0.051000,5924.00,1,1.14,1.14,2008-08
3.67724000,Transit,1574.54,15.244,327.35100,0.051000,6325.00,1,1.64,1.33,2008-04
7300000.00000000,Imaging,125.00,,4449.62000,243.000000,2375.00,1,,0.02,2007-05
3.16062960,Transit,1200.00,10.548,734.16000,0.037340,4400.00,1,0.59,0.69,2013-11
4.42640000,Radial Velocity,181.54,,171.62820,0.060000,6174.00,1,1.15,1.24,2012-09
2.14610000,Radial Velocity,183.68,,597.52040,0.031760,5300.00,2,0.83,0.94,2012-09
25.26200000,Pulsar Timing,600.00,,0.02000,0.190000,,3,,1.40,1994-04
66.54190000,Pulsar Timing,600.00,,4.30000,0.360000,,3,,1.40,1992-01
98.21140000,Pulsar Timing,600.00,,3.90000,0.460000,,3,,1.40,1992-01
1.53818844,Transit,657.00,1.190,,,4940.00,1,0.73,0.76,
0.53991524,Transit,511.00,0.790,,,5254.00,1,0.81,0.84,
153.97957800,Transit,1226.00,2.730,,,5655.00,1,0.93,0.95,
20.92539200,Transit,883.00,1.300,,,5956.00,1,1.19,1.09,
5.79180156,Transit,1050.00,1.680,,,6319.00,1,1.40,1.25,
26.54895500,Transit,463.00,1.070,,,5550.00,1,0.89,0.92,
3.38555488,Transit,802.00,1.520,,,6297.00,1,1.39,1.23,
5.49548621,Transit,600.00,0.940,,,5618.00,1,0.95,0.97,
2.61575540,Transit,1180.00,1.200,,,5808.00,1,1.00,1.01,
6.94243340,Transit,1275.00,1.290,,,5892.00,1,1.08,1.06,
2.55314213,Transit,1170.00,1.310,,,5667.00,1,0.92,0.95,
6.98471973,Transit,539.00,1.040,,,5876.00,1,1.06,1.05,
6.30560247,Transit,543.00,1.130,,,4862.00,1,0.74,0.78,
1.45088691,Transit,1016.00,1.040,,,5545.00,1,0.86,0.90,
0.84990789,Transit,466.00,0.840,,,4584.00,1,0.70,0.75,
56.64492790,Transit,872.00,2.110,,,6228.00,1,2.15,1.47,
6.28385491,Transit,443.00,0.800,,,6022.00,1,1.23,1.12,
4.83817712,Transit,112.00,1.490,,,3208.00,1,0.30,0.28,
8.63847725,Transit,915.00,2.120,,,5870.00,1,1.02,1.01,
13.73469807,Transit,727.00,2.180,,,5208.00,1,0.80,0.84,
14.55397590,Transit,1447.00,3.050,,,6383.00,1,1.47,1.30,
11.30119217,Transit,1205.00,1.960,,,5971.00,1,1.12,1.09,
4.24153639,Transit,794.00,1.370,,,5745.00,1,0.97,0.98,
11.13125132,Transit,763.00,2.110,,,5839.00,1,1.38,1.19,
29.61934210,Transit,458.00,1.680,,,5631.00,1,0.96,0.94,
6.40087618,Transit,377.00,1.300,,,5475.00,1,1.09,0.93,
27.07237711,Transit,752.00,2.170,,,5680.00,1,0.95,0.96,
13.71933369,Transit,1085.00,2.390,,,6224.00,1,1.29,1.19,
133.46052350,Transit,1029.00,6.880,,,5681.00,1,0.93,0.95,
14.13176026,Transit,1049.00,2.850,,,5315.00,1,0.82,0.85,
11.41928253,Transit,419.00,2.000,,,4435.00,1,0.63,0.67,
40.05874730,Transit,828.00,3.540,,,5507.00,1,0.90,0.93,
50.28638192,Transit,615.00,3.790,,,5919.00,1,1.12,1.05,
14.37457351,Transit,648.00,1.940,,,5817.00,2,1.05,1.01,
9.65185017,Transit,648.00,1.140,,,5817.00,2,1.05,1.01,
30.86389310,Transit,657.00,2.890,,,6112.00,1,1.65,1.19,
34.21154000,Transit,347.65,1.180,,0.189000,4955.00,3,0.72,,2014-03
12.55115800,Transit,327.47,1.320,,0.087000,4259.00,2,0.53,,2014-03
24.08821000,Transit,327.47,1.110,,0.135000,4259.00,2,0.53,,2014-03
5.47031900,Transit,431.86,1.120,,0.061000,5828.00,3,1.07,,2014-03
12.75800500,Transit,431.86,1.430,,0.107000,5828.00,3,1.07,,2014-03
25.09849000,Transit,431.86,1.410,,0.168000,5828.00,3,1.07,,2014-03
6.56233100,Transit,1327.48,3.390,,0.075000,5877.00,2,1.85,,2014-03
67.84446900,Transit,1327.48,3.070,,0.356000,5877.00,2,1.85,,2014-03
2.02482300,Transit,2331.54,1.020,,0.033000,5867.00,3,1.30,,2014-03
9.60000100,Transit,2331.54,2.100,,0.092000,5867.00,3,1.30,,2014-03
20.67877200,Transit,2331.54,2.370,,0.154000,5867.00,3,1.30,,2014-03
3.29278100,Transit,691.41,1.540,,0.045000,5684.00,2,1.76,,2014-03
9.69320100,Transit,691.41,2.050,,0.093000,5684.00,2,1.76,,2014-03
13.72697600,Transit,561.69,2.440,,0.117000,5923.00,4,1.74,,2014-03
24.31085600,Transit,561.69,2.340,,0.172000,5923.00,4,1.74,,2014-03
44.43101400,Transit,561.69,3.000,,0.257000,5923.00,4,1.74,,2014-03
9.34100000,Transit Timing Variations,561.69,1.560,8.50000,,5923.00,4,1.74,,2014-05
,Pulsar Timing,,,794.57500,23.000000,,1,,1.35,2003-07
0.09070629,Pulsar Timing,1200.00,,382.80000,0.004400,4500.00,1,0.04,1.40,2011-09
1.42002420,Transit,186.61,12.812,411.27202,0.023320,5013.00,1,0.80,0.84,2011-10
1.33711647,Transit,182.32,14.056,792.63500,0.021530,4645.00,1,0.78,0.74,2012-05
,Imaging,135.00,,2860.00000,157.000000,,1,,1.00,2014-01
,Imaging,137.19,,5085.00000,210.000000,3850.00,1,,0.87,2014-01
,Imaging,112.32,,4131.62000,,,1,,,2011-04
4.20000000,Transit,8500.00,9.079,1207.70000,0.055000,,1,1.18,1.24,2006-10
1.79600000,Transit,8500.00,12.666,3082.82000,0.030000,,1,1.45,1.10,2006-10
3.03007000,Transit,160.39,12.666,266.97720,,5230.00,1,0.85,1.04,2004-10
1.30618581,Transit,228.00,14.975,607.03000,0.022820,5650.00,1,0.83,0.93,2007-07
3.55395000,Transit,523.70,18.046,247.90740,,6200.00,1,1.66,1.08,2007-10
1.48224686,Transit,364.10,13.384,568.91570,0.024590,5171.00,1,0.87,0.90,2011-11
198.40000000,Radial Velocity,759.00,,794.50000,0.690000,4806.00,2,6.85,1.15,2015-01
559.30000000,Radial Velocity,759.00,,3178.00000,1.370000,4806.00,2,6.85,1.15,2015-01
,Imaging,144.29,,4449.62000,670.000000,2700.00,1,,0.06,2008-02
1170.00000000,Pulsation Timing Variations,1400.00,,1017.05600,1.700000,29300.00,1,0.23,0.50,2007-09
,Imaging,12.70,,3559.69600,102.000000,2620.00,1,,0.07,2015-05
9.32807355,Transit,357.00,0.600,,,5645.00,1,0.91,0.94,
13.39970990,Transit,1325.00,1.610,,,6069.00,1,1.13,1.10,
3.58274630,Transit,1269.00,1.790,,,5538.00,1,0.91,0.94,
15.60492120,Transit,864.00,1.520,,,6681.00,1,1.75,1.45,
9.40604670,Transit,907.00,1.330,,,5933.00,1,1.22,1.08,
7.84931739,Transit,658.00,0.760,,,5817.00,1,0.99,0.96,
0.99166527,Transit,1418.00,1.090,,,6166.00,1,1.25,1.18,
7.61760804,Transit,900.00,1.140,,,6053.00,1,1.16,1.11,
8.18504949,Transit,1090.00,1.270,,,6082.00,1,1.16,1.10,
3.05710069,Transit,1349.00,1.540,,,6213.00,1,1.28,1.18,
174.50983500,Transit,755.00,3.170,,,4995.00,1,0.77,0.81,
2.71603809,Transit,1100.00,1.060,,,5946.00,1,1.08,1.06,
4.56380468,Transit,841.00,1.230,,,5203.00,1,0.80,0.84,
66.37337900,Transit,1166.00,1.900,,,5706.00,1,0.92,0.95,
2.94654179,Transit,1255.00,1.060,,,6377.00,1,1.39,1.25,
4.34195123,Transit,734.00,0.950,,,5940.00,1,1.09,1.07,
122.36355300,Transit,1004.00,1.620,,,5767.00,1,0.99,0.99,
386.37054800,Transit,992.00,3.130,,,5214.00,1,0.82,0.86,
2.20921951,Transit,660.00,0.820,,,5869.00,1,1.07,1.04,
8.09219642,Transit,260.00,1.140,,,5770.00,1,1.16,0.99,
117.93108781,Transit,1312.00,10.420,,,5965.00,1,1.06,1.04,
0.63133235,Transit,321.00,1.460,,,4653.00,1,0.71,0.76,
55.63934000,Transit,933.00,3.010,,,5734.00,1,0.98,0.99,
4.59725385,Transit,1554.00,1.930,,,5803.00,1,1.04,1.03,
23.58447697,Transit,847.00,2.700,,,5747.00,1,1.24,1.01,
10.11716531,Transit,1482.00,3.550,,,6761.00,1,1.71,1.45,
19.12947337,Transit,840.00,2.140,,,5743.00,1,0.93,0.95,
6.14698510,Transit,1327.00,2.120,,,6162.00,1,1.22,1.15,
8.57503552,Transit,1199.00,4.110,,,5028.00,1,3.42,1.25,
10.50682565,Transit,1059.00,10.240,,,5286.00,1,0.85,0.90,
3.99010623,Transit,1401.00,9.030,,,5861.00,1,1.03,1.03,
1084.50000000,Radial Velocity,136.05,,1906.98000,2.810000,5000.00,1,8.93,2.50,2015-08
144.30000000,Radial Velocity,103.63,,629.30340,0.720000,4945.00,1,11.60,2.42,2015-08
2.73477000,Transit,137.21,17.934,441.78370,,6768.00,1,1.81,1.76,2015-07
240.50300000,Transit,448.58,6.204,16.00000,0.790300,5527.00,1,0.83,0.94,2014-09
2.13775000,Transit,149.85,15.244,228.83760,,5990.00,1,1.42,0.98,2015-07
4.97125200,Transit,300.00,11.657,95.34900,0.059000,5510.00,1,1.05,1.11,2015-07
4.97765600,Transit,627.67,1.420,,0.055000,5631.00,3,0.80,,2014-03
6.98805500,Transit,627.67,1.150,,0.069000,5631.00,3,0.80,,2014-03
10.55834500,Transit,627.67,1.170,,0.091000,5631.00,3,0.80,,2014-03
14.84438700,Transit,827.41,2.530,,0.134000,6620.00,2,1.85,,2014-03
22.82466900,Transit,827.41,3.370,,0.178000,6620.00,2,1.85,,2014-03
5.19552800,Transit,1079.46,1.180,,0.060000,6012.00,4,1.02,,2014-03
8.01041000,Transit,1079.46,1.700,,0.080000,6012.00,4,1.02,,2014-03
27.66631300,Transit,1079.46,1.850,,0.182000,6012.00,4,1.02,,2014-03
42.47326900,Transit,1079.46,1.990,,0.242000,6012.00,4,1.02,,2014-03
15.17031800,Transit,799.59,2.250,,0.128000,6175.00,4,1.47,,2014-03
26.23413800,Transit,799.59,1.960,,0.185000,6175.00,4,1.47,,2014-03
39.45935700,Transit,799.59,2.490,,0.242000,6175.00,4,1.47,,2014-03
8.96855000,Transit,952.34,2.410,,0.088000,5807.00,2,1.43,,2014-03
23.22182000,Transit,952.34,2.020,,0.167000,5807.00,2,1.43,,2014-03
21.96394500,Transit,1032.08,2.610,,0.153000,5774.00,2,0.98,,2014-03
125.59680900,Transit,1032.08,2.950,,0.488000,5774.00,2,0.98,,2014-03
7.41556300,Transit,362.46,0.740,,0.066000,4504.00,2,0.62,,2014-03
2.51994540,Transit,397.29,16.623,271.41500,0.038890,,1,1.47,1.24,2007-03
2.15217500,Transit,153.89,12.117,295.89973,0.031440,5180.00,1,0.87,0.90,2007-03
1.84683000,Transit,232.70,15.917,772.32690,,6400.00,1,1.44,1.62,2008-04
1.33823147,Transit,269.21,14.807,376.94638,0.022600,5400.00,1,0.89,0.86,2008-03
1.62842790,Transit,311.88,12.184,502.15000,0.026700,5700.00,1,1.03,0.96,2008-06
3.36101000,Transit,198.23,11.545,117.59710,,5450.00,1,0.73,0.55,2009-07
4.95464160,Transit,163.05,14.908,305.11680,0.061700,6400.00,1,1.43,1.28,2009-01
8.15872000,Transit,90.19,12.666,807.28820,,5600.00,2,1.03,1.34,2010-07
4323.00000000,Radial Velocity,90.19,,3003.37000,5.280000,5600.00,2,1.03,1.34,2014-04
3.09276160,Transit,141.57,12.106,1001.12000,0.037810,4675.00,1,0.70,0.75,2009-02
3.72247000,Transit,125.12,12.442,251.08570,,4800.00,1,0.89,1.42,2009-07
1.09142000,Transit,432.48,21.712,465.62095,0.023200,6360.00,1,1.66,1.43,2009-03
4.35301000,Transit,228.99,13.675,114.41880,,5950.00,1,1.37,0.72,2009-07
2.24375000,Transit,162.75,15.468,2809.61720,,6475.00,1,1.40,1.62,2009-02
3.75210000,Transit,284.35,15.805,171.62820,,6300.00,1,1.48,1.18,2009-06
3.11860000,Transit,195.20,13.675,394.10920,,5700.00,1,1.14,1.78,2009-09
3.73543000,Transit,410.41,20.961,247.90740,,6550.00,1,1.49,2.28,2010-01
0.94124000,Transit,123.92,,3314.82000,0.020000,6400.00,2,1.23,1.22,2009-08
11.17931605,Transit,815.00,1.340,,,6296.00,1,1.36,1.22,
2.27163926,Transit,1751.00,1.290,,,6241.00,1,1.31,1.21,
0.68368426,Transit,562.00,1.410,,,4976.00,1,0.76,0.81,
85.75654950,Transit,224.00,1.080,,,5280.00,1,0.82,0.86,
196.43522400,Transit,880.00,2.070,,,5422.00,1,0.86,0.90,
13.64736760,Transit,735.00,0.920,,,6116.00,1,1.21,1.14,
16.47356860,Transit,832.00,1.730,,,4992.00,1,0.72,0.75,
114.34219000,Transit,1483.00,2.220,,,6132.00,1,1.27,1.18,
8.70181574,Transit,1063.00,1.610,,,5383.00,1,0.87,0.91,
5.17624290,Transit,686.00,0.810,,,5605.00,1,0.93,0.94,
3.91795101,Transit,837.00,1.030,,,5643.00,1,0.94,0.96,
1.51842990,Transit,855.00,2.080,,,6005.00,1,1.12,1.08,
3.94661410,Transit,982.00,1.490,,,5121.00,1,0.76,0.79,
47.31261920,Transit,940.00,2.060,,,5865.00,1,1.05,1.04,
6.76284377,Transit,862.00,1.020,,,6266.00,1,1.34,1.21,
27.47855720,Transit,813.00,1.200,,,6167.00,1,1.22,1.15,
6.10826019,Transit,1238.00,1.260,,,6620.00,1,1.65,1.41,
23.62259130,Transit,520.00,0.760,,,5852.00,1,1.00,1.00,
101.95182900,Transit,773.00,1.610,,,6157.00,1,1.23,1.15,
3.35642270,Transit,293.38,11.657,1875.19700,0.042700,5130.00,1,0.88,0.92,2015-07
,Microlensing,2500.00,,21.00000,2.100000,,1,,0.38,2016-03
8.10363600,Transit,670.41,2.080,,0.071000,4861.00,2,0.72,,2014-03
2.09087600,Transit,1897.73,1.730,,0.034000,5751.00,5,1.43,,2014-03
6.15555700,Transit,1897.73,2.390,,0.069000,5751.00,5,1.43,,2014-03
13.23354900,Transit,1897.73,3.070,,0.115000,5751.00,5,1.43,,2014-03
23.65400000,Transit,1897.73,5.600,169.70000,,5751.00,5,1.43,,2014-02
50.44700000,Transit,1897.73,2.000,13.50000,,5751.00,5,1.43,,2014-02
11.76305100,Transit,660.07,2.330,,0.095000,4914.00,2,0.76,,2014-03
56.22809800,Transit,660.07,2.510,,0.268000,4914.00,2,0.76,,2014-03
4.14449500,Transit,762.74,1.370,,0.048000,4985.00,2,0.74,,2014-03
7.95352800,Transit,762.74,2.200,,0.074000,4985.00,2,0.74,,2014-03
12.71809200,Transit,609.86,2.330,,0.094000,4699.00,2,0.67,,2014-03
36.06597800,Transit,609.86,2.570,,0.189000,4699.00,2,0.67,,2014-03
8.20395000,Transit,610.60,2.610,,0.075000,5020.00,2,0.85,,2014-03
14.49648100,Transit,610.60,2.000,,0.109000,5020.00,2,0.85,,2014-03
5.71544200,Transit,707.94,2.450,,0.062000,5228.00,2,0.84,,2014-03
2.25021000,Transit,260.20,2.120,,0.030400,4667.00,2,0.69,0.74,
6.49424000,Transit,260.20,2.190,,0.061500,4667.00,2,0.69,0.74,
10.09489000,Transit,277.70,2.410,,0.088600,5620.00,2,0.84,0.91,
7.17256000,Transit,410.50,2.570,,0.069900,5528.00,1,0.92,0.88,
12.40900000,Transit,528.30,2.790,,0.115100,6504.00,1,1.57,1.32,
4.01457000,Transit,417.60,2.440,,0.045900,5172.00,1,0.81,0.80,
9.30075000,Transit,147.70,2.350,,0.069400,3717.00,1,0.49,0.52,
13.81513000,Transit,229.90,1.740,,0.104100,5152.00,1,0.82,0.79,
4.00167000,Transit,901.80,12.670,,0.050600,6027.00,1,1.10,1.08,
4.09639000,Transit,229.40,1.630,,0.044800,4629.00,2,0.67,0.71,
12.11839000,Transit,229.40,2.190,,0.092300,4629.00,2,0.67,0.71,
1.96417000,Transit,192.40,2.900,,0.027400,4676.00,1,0.69,0.71,
5.52011000,Transit,580.50,2.630,,0.057800,5219.00,1,0.78,0.84,
1.60588000,Transit,64.10,0.830,,0.021600,3725.00,1,0.50,0.52,
19.09210000,Transit,675.20,3.000,,0.149000,6351.00,1,1.31,1.21,
15.48043000,Transit,422.10,2.320,,0.127100,6059.00,1,1.13,1.14,
734.00000000,Radial Velocity,879.38,,2002.32900,2.038000,,1,,2.10,
42.37800000,Radial Velocity,5.04,,8.47000,,5072.00,1,0.87,0.78,
6.00118000,Transit,44.58,2.030,,0.057100,4716.00,1,0.69,0.69,
400.50000000,Radial Velocity,205.45,,513.29545,1.167000,4802.00,1,5.01,1.32,
13.60300000,Transit,347.45,2.586,,0.098000,4684.00,2,0.67,0.69,2019-06
65.55000000,Transit,347.45,2.690,,0.280000,4684.00,2,0.67,0.69,2019-06
,Microlensing,4530.00,,34.00000,3.450000,,1,,0.76,2019-01
141.24167100,Transit,946.59,11.097,613.41190,0.534000,5830.00,1,0.96,1.01,
3.02320000,Radial Velocity,13.75,,8.00000,0.026000,3324.00,1,0.28,0.27,
3.65110000,Radial Velocity,10.26,,7.40000,0.026000,3236.00,1,0.19,0.18,
5.18576100,Transit,170.37,7.500,,0.052500,4551.00,1,0.68,0.72,
2.21928200,Transit,72.19,1.210,,0.028500,4027.00,1,0.60,0.62,
30.95152400,Transit,162.36,2.760,,0.164900,4035.00,1,0.59,0.62,
6.41365100,Transit,140.40,2.900,,0.049000,3570.00,1,0.39,0.39,
7.38565500,Transit,103.29,1.970,,0.065600,4339.00,1,0.65,0.69,
3.58816300,Transit,723.97,8.370,,0.041100,4575.00,1,0.66,0.72,
9.17510000,Transit,620.41,14.572,155.73670,,4840.00,1,3.85,1.08,
3.07133000,Transit,75.20,1.340,,0.031940,3655.00,4,0.46,0.46,
4.86784000,Transit,75.20,1.603,,0.043410,3655.00,4,0.46,0.46,
11.02454000,Transit,75.20,2.003,,0.074870,3655.00,4,0.46,0.46,
4.53347100,Transit,458.91,12.666,98.52730,0.055000,5871.00,1,1.14,1.08,
3.33260900,Transit,430.00,17.374,123.95370,0.048000,5914.00,1,1.73,1.34,
3.83616900,Transit,140.00,5.717,40.68224,0.045300,4910.00,1,0.76,0.84,
578.60000000,Radial Velocity,116.99,,858.14100,1.400000,4869.00,1,8.56,2.00,
1056.40000000,Radial Velocity,114.54,,1398.45200,2.500000,4884.00,1,8.03,1.94,
610.20000000,Radial Velocity,116.34,,2002.32900,1.600000,4181.00,1,25.11,1.49,
1224.00000000,Microlensing,6770.00,,4252.56540,2.170000,,1,,0.88,
6.89425600,Transit,364.82,2.840,,0.070600,5608.00,1,1.07,0.99,2018-02
31.57865900,Transit,186.88,5.020,48.60000,0.197000,5731.00,1,1.10,1.03,
2.27831520,Transit,358.72,9.528,139.84520,0.031600,5200.00,1,0.81,0.81,
1.76903810,Transit,91.54,10.088,282.86870,0.026100,4900.00,1,0.68,0.76,
3.65633300,Transit,532.92,11.994,886.74570,0.051700,6350.00,1,1.39,1.38,
3.84040100,Transit,730.50,15.468,174.80650,0.053800,6120.00,1,2.11,1.41,
9.62468000,Transit,313.60,11.209,1652.71600,0.087100,5300.00,1,1.11,0.95,
4.15365800,Transit,306.63,16.814,133.48860,0.051900,6000.00,1,1.12,1.08,
5.47743300,Transit,546.02,17.598,149.38010,0.069400,6900.00,1,1.91,1.49,
1.38665318,Transit,234.54,13.451,1172.79270,0.024800,5800.00,1,1.11,1.05,
,Microlensing,6100.00,,60.38770,8.000000,,1,,0.41,
,Microlensing,6260.00,,1452.48310,1.080000,,1,,0.04,
,Microlensing,7010.00,,4923.18670,0.830000,,1,,0.07,
,Microlensing,7100.00,,33.70000,0.240000,,1,,0.01,
,Microlensing,6600.00,,2224.81000,5.100000,,1,,0.45,
5.40604250,Transit,346.46,12.812,791.39670,0.067300,6400.00,1,1.71,1.39,
1.60968840,Transit,263.29,13.473,594.34210,0.026600,5500.00,1,1.01,0.97,
2.34478022,Transit,308.27,12.285,508.52800,0.033700,5600.00,1,0.94,0.93,
3.47174500,Transit,155.65,2.590,9.68000,0.038170,4975.00,4,0.79,0.83,
4.73683700,Transit,155.90,2.760,,0.052900,5165.00,1,0.80,0.88,2018-02
0.46926900,Transit,331.77,2.599,,,5519.00,3,0.97,0.93,2018-02
10.79263500,Transit,331.77,2.870,,0.093200,5519.00,3,0.97,0.93,2018-02
22.63196400,Transit,331.77,2.860,,0.152700,5519.00,3,0.97,0.93,2018-02
16.99573100,Transit,75.79,1.550,,0.122900,5220.00,1,0.78,0.86,2018-02
10.61664600,Transit,270.41,1.313,,,5722.00,1,0.91,0.98,2018-02
41.47421900,Transit,333.84,3.172,,,5784.00,1,0.98,1.02,2018-02
0.77392000,Transit,333.51,1.300,,0.016400,5484.00,4,0.92,0.98,2018-02
2.87204200,Transit,333.51,1.800,,0.039200,5484.00,4,0.92,0.98,2018-02
7.14921000,Transit,333.51,3.170,,0.072000,5484.00,4,0.92,0.98,2018-02
13.60987800,Transit,333.51,2.380,,0.110600,5484.00,4,0.92,0.98,2018-02
1.74216900,Transit,452.90,1.350,,0.028900,5977.00,2,1.19,1.06,2018-02
7.81025300,Transit,452.90,2.830,,0.078500,5977.00,2,1.19,1.06,2018-02
6.67919500,Transit,243.93,2.500,,0.068000,5519.00,2,0.87,0.94,2018-02
2.58830900,Transit,243.93,1.520,,0.036100,5519.00,2,0.87,0.94,2018-02
10.09885800,Transit,161.42,1.357,,,5631.00,2,0.91,0.90,2018-02
21.57402300,Transit,161.42,1.093,,,5631.00,2,0.91,0.90,2018-02
2.85864600,Transit,289.57,1.579,,,5176.00,1,0.84,0.90,2018-02
4.16281700,Transit,223.99,1.520,,0.049000,5222.00,1,0.81,0.90,2018-02
7.13804800,Transit,155.65,3.530,15.68000,0.082400,4975.00,4,0.79,0.83,
10.45582000,Transit,155.65,2.480,6.50000,0.117800,4975.00,4,0.79,0.83,
14.76289000,Transit,155.65,1.950,10.70000,0.180410,4975.00,4,0.79,0.83,
6.03607000,Transit,94.43,4.710,16.60000,0.063560,5527.00,1,1.03,0.92,
11.53533000,Transit,79.75,11.500,131.89945,0.109700,5521.00,1,2.34,1.32,
12.95320000,Radial Velocity,2.55,,2.99000,0.078500,3563.00,1,0.39,0.39,
3.82200000,Radial Velocity,14.96,,13.02000,0.039435,3879.00,1,0.56,0.56,
,Microlensing,6000.00,,635.66000,1.800000,,1,,0.37,
,Microlensing,6500.00,,225.65930,1.600000,,1,,0.33,
2.03204600,Transit,725.00,19.055,597.52040,0.035200,6387.00,1,1.56,1.41,
27.35900000,Transit,76.32,2.100,,0.176800,3926.00,1,0.62,0.64,
31.39346300,Transit,65.72,1.900,,0.164000,3341.00,1,0.32,0.33,
28.16560000,Transit,159.98,1.870,,,,1,,0.41,
2.13174000,Transit,254.88,0.692,,,,1,,0.78,
3.80464000,Transit,481.00,1.220,,,,2,,1.07,
2.71578000,Transit,338.19,1.030,,,,3,,0.67,
3.96151000,Transit,259.33,1.000,,,,2,,0.61,
4.16959000,Transit,441.94,1.100,,,,1,,0.80,
8.05072200,Transit,245.56,1.310,,,5502.70,2,0.83,0.88,
14.78688900,Transit,416.91,3.950,,0.118400,5817.00,1,0.98,1.01,2018-02
39.72138600,Transit,640.65,3.642,,,5979.00,1,1.28,1.11,2018-02
15.85297500,Transit,317.83,3.130,,0.120800,5713.00,2,0.99,0.94,2018-02
28.48278600,Transit,317.83,2.576,,,5713.00,2,0.99,0.94,2018-02
48.32422200,Transit,594.09,3.600,,,6045.00,1,1.54,1.16,2018-02
8.35788100,Transit,249.59,2.560,,0.080600,5667.00,1,0.93,1.00,2018-02
17.04286830,Transit,110.91,4.189,,,5212.90,3,0.76,0.80,2018-02
3.22533800,Transit,107.97,1.870,,0.038500,4648.00,2,0.68,0.73,2018-02
7.37469400,Transit,107.97,2.780,,0.066800,4648.00,2,0.68,0.73,2018-02
2.84988300,Transit,185.09,1.364,,,5233.00,1,0.79,0.86,2018-02
1.05979000,Transit,199.05,1.400,,,5507.00,2,0.88,0.96,2018-02
22.77987800,Transit,199.05,3.286,,,5507.00,2,0.88,0.96,2018-02
3.40516400,Transit,302.99,2.302,,,5491.00,1,0.91,0.97,2018-02
9.69510100,Transit,166.93,1.371,,,5000.00,1,0.76,0.79,2018-02
7.05578400,Transit,586.87,3.046,,,5755.00,1,1.18,1.01,2018-02
26.67226300,Transit,409.95,1.996,,,5890.00,1,1.08,0.95,2018-02
18.29454900,Transit,246.14,2.795,,,5043.00,1,0.76,0.79,2018-02
12.48749000,Transit,366.84,2.606,,,5522.00,1,0.93,0.94,2018-02
4.19094800,Transit,258.76,1.679,,,5582.00,1,0.86,0.93,2018-02
4.50756000,Transit,373.81,1.700,,,,1,,0.93,
2.87814000,Transit,162.09,1.010,,,,1,,0.22,
5.29711000,Transit,457.27,1.620,,,,1,,0.56,
2.25372000,Transit,110.22,0.900,,,,1,,0.41,
1.58252000,Transit,317.20,0.960,,,,1,,0.71,
2.28943000,Transit,423.35,1.323,,,,1,,0.83,
18.09830000,Transit,622.67,2.170,,,,1,,1.11,
34.88500000,Transit,285.61,1.600,,,,1,,0.91,
15.28410000,Transit,322.88,1.120,,,,1,,0.95,
0.70531000,Transit,502.28,1.480,,,,2,,0.94,
